...1,name,category,review.point,price,currency,description,log_price,ABV,Age_of_Whisky,Distillery,Location,Region,Founded,Owner,Age_of_Distillery
448,"gordon & macphail (distilled at glen grant), 1966, 41 year old, 49.4%",Single Malt Scotch,90,512,$,"There have been a lot of old, heavily sherried, independently bottled Glen Grant whiskies on the market over the past several years. This one appears to be from a refill sherry cask, as its influence is more subtle. It has aged well, showing no excessive oak, but plenty of fruit (summer fruits, dried citrus, stewed fruits, tangerine, golden raisin), balanced by polished oak, grape skin, and subtle dark chocolate. Distinctively pleasing. Don’t add too much water, though, as it breaks down. (A Kensington Wine Market exclusive.) $500 (CAD)",6.238324625039508,49.4,41,glen grant,Rothes,Speyside,1840,Campari,184
1671,"gordon & macphail (distilled at glenburgie) 1990 21 year old, 43%",Single Malt Scotch,84,130,$,"Here’s a rarity. A major player in Ballantine’s, this Moray coast distillery is rarely seen in single malt guise. Very gentle, sweet, and juicy start with licks of cream, a hint of barley, and the gentle grassiness typical of the distillery. In time, light almond and fresh lemon. The palate is lightly sticky — Glenburgie for its lightness always shows good succulence — with buttery vanilla, malt, and a touch of toasty oak. Gentle, sweet, and refreshing.",4.867534450455582,43,21,glenburgie,Morayshire,Speyside,1810,Chivas Brothers,214
1479,"gordon & macphail (distilled at glencadam), 31 year old, 1974 vintage, 43%",Single Malt Scotch,85,120,$,"Nice malty foundation and soothingly creamy, with sweet notes (sticky toffee pudding, vanilla cream, caramel custard) integrating well with dry oak spice and fruit (peaches, blueberry, and currants).l Very easy-going and friendly. A very nice Glencadam and reasonably priced for its age. 
",4.787491742782046,43,31,glencadam,Angus,Highland,1825,Angus Dundee Distiller,199
1957,"gordon & macphail (distilled at glenlossie), 27 year old, 1978 vintage, cask #1815",Single Malt Scotch,82,90,$,"Firm on the palate and quite mature. Good balance with malty-toffee notes accented by dried oak spices. Additional notes of roasted nuts, tobacco, Earl Grey tea, sandalwood, and a hint of peat and bacon fat. (260 bottles produced.) 
",4.499809670330265,NA,27,glenlossie,Elgin,Speyside,1876,Diageo,148
1283,"gordon & macphail (distilled at glentauchers) 11 year old, 46%",Single Malt Scotch,86,60,$,"A rare bottling from a distillery that is more commonly released as a part of whisky blends. Light fruit and sweet malt define the nose, with apple, apricot, and honey. The entry is bursting with flavor, centered around malt, along with honey, salt, and apricot. The mid-palate adds a touch of oak, smoke, and spice, and is extremely well integrated and balanced. A medium-length finish ends abruptly and a little too dry, the only left turn in an otherwise superb whisky. (Julio’s Liquors only)",4.0943445622221,46,11,glentauchers,Mulben,Speyside,1897,Chivas Brothers,127
1686,"gordon & macphail (distilled at glentauchers), 14 year old, 43%",Single Malt Scotch,84,65,$,"Fairly straight-forward but pleasing nonetheless. Creamy on the nose and palate. Nicely malty, too, with interwoven notes of vanilla, caramel custard, and hazelnut, offset nicely by dry oak spices and a hint of peat. A calming whisky best enjoyed after a very stressful day. 
",4.174387269895637,43,14,glentauchers,Mulben,Speyside,1897,Chivas Brothers,127
2047,"gordon & macphail (distilled at highland park), 12 year old, 1992 vintage, 58.1%",Single Malt Scotch,81,70,$,"Medium-bodied but viscous in texture. Clearly aged in a bourbon cask-there's plenty of honeyed malt and vanilla throughout. Hints of bourbon even peek through occasionally, along with some subtle peat. Soft melon mid-palate yields to dried spice, sea salt, bitter chocolate and herbal notes on the finish. Fairly dry for a 12 year old-particularly on the finish. Best served as an aperitif.",4.248495242049359,58.1,12,highland park,Kirkwall,Island,1798,Edrington,226
1849,"gordon & macphail (distilled at linkwood) 15 year old, 43%",Single Malt Scotch,83,80,$,"A catch-up rather than a new release, but a fascinating contrast to the 14 year old Flora & Fauna bottling. Yes, there’s apple blossom, but here there’s more medlar, fruit syrups, raspberry, and an intriguing play between vanilla and lightly oxidized nuttiness. Linkwood’s substance is shown on the palate, where an oily feel adds texture to the lush dried fruits and saffron-led spiciness. Best neat. An elegant dram.",4.382026634673881,43,15,linkwood,Elgin,Speyside,1821,Diageo,203
1698,"gordon & macphail (distilled at longmorn) 30 year old, 40%",Single Malt Scotch,84,140,$,"Amber color. Rich, malty aroma with notes of vanilla, honey, oak, and floral undertones. Thick, mouth-coating texture. Flavors are big and malty, with notes of honey and vanilla up front, then becoming rather dry with oak and subtle citrus. Huge, long dry finish. 
",4.941642422609304,40,30,longmorn,Elgin,Speyside,1893,Chivas Brothers,131
1853,"gordon & macphail (distilled at longmorn), 15 year old, 1989 vintage, 46%",Single Malt Scotch,83,65,$,"A nicely clean Longmorn, expressing floral notes (especially violets) and bright fruit (lemon, lime, cantelope, plums), supported interwoven notes of honey, rich malt, bread pudding, dates and vanilla. The classic Longmorn viscosity is there, and this thickness is tamed by a very pleasing spicy, dry oak finish, with a hint of salt. I could drink this stuff anytime. G&M’s move to 46% has certainly benefited this whisky. (Bottled exclusively for Binny’s Beverage Depot.) 
",4.174387269895637,46,15,longmorn,Elgin,Speyside,1893,Chivas Brothers,131
495,"gordon & macphail (distilled at macallan) 1970 41 year old, 43%",Single Malt Scotch,90,700,$,"On more familiar ground with this G&M bottling of one of Speyside’s most iconic single malts, this is Macallan in full-on sherried form. Highly aromatic with powdered clove, hints of incense and fig, behind which is cacao, Bolivar cigar, and molasses. The palate has immediate smoke and surprisingly gentle tannins — the inherent oiliness of the spirit keeping any grip at bay. Very long, leathery, prune-like (think armagnac), and dense. A classic after-dinner mouth-filler.",6.551080335043404,43,41,macallan,Craigellachie,Speyside,1824,Edrington,200
1865,"gordon & macphail (distilled at miltonduff) cask no. 9461, 56.3%",Single Malt Scotch,83,97,$,"Turns quite murky with water, but don’t let this scare you off. Fragrant and flowery on the nose. A sweet whisky with a honeyed malt and creamy vanilla foundation, a mélange of tropical fruit (mandarin, lime, pineapple), and soft oak on the finish. Pleasant enough, but I wish the flavors were crisper, cleaner, and more well-defined. (A Park Avenue Liquor exclusive.)",4.574710978503383,56.3,NA,miltonduff,Elgin,Speyside,1824,Chivas Brothers,200
1978,"gordon & macphail (distilled at mortlach) 15 year old, 43%",Single Malt Scotch,82,80,$,"Another catch-up from G&M, this time from the ‘Beast of Dufftown.’ Immediate substance and solidity, which is what you want from Mortlach, but there’s also thick-cut marmalade and cumin. Only with water, however, does the classic meatiness emerge—like a lamb tangine with apricot. A cleaner, slightly lighter side to the Flora & Fauna 16 year old, but with heft and a burnt licorice sweetness. A great introduction to a classic distillery.",4.382026634673881,43,15,mortlach,Dufftown,Speyside,1823,Diageo,201
135,"gordon & macphail (distilled at mortlach), 11 year old,k 1993 vintage, 60.7%",Single Malt Scotch,93,80,$,"Full-flavored, confident, and very dynamic. Bright fruit, teasing toffee, complex spices, cereal grain, and underlying light leather notes are all tightly integrated. Think an 11 year old whisky can’t be mature or complex? Think again! A Speyside powerhouse! (Available in the Chicago area.) 
",4.382026634673881,60.7,11,mortlach,Dufftown,Speyside,1823,Diageo,201
240,"gordon & macphail (distilled at mortlach), 36 year old, 1970 vintage, 43%",Single Malt Scotch,92,250,$,"Deep amber, mahogany color. Very mature and well-balanced. Notes of maple syrup on pancakes, roasted chestnuts, dates, pot still rum, burnished leather, maduro tobacco, and subtle Moroccan spice. Soft, stately finish. Older whiskies often show an exotic side to their personalities as they mellow out with age, especially if the wood influence doesn’t dominate. This is a very nice example of the genre. 
",5.521460917862246,43,36,mortlach,Dufftown,Speyside,1823,Diageo,201
1304,"gordon & macphail (distilled at mortlach), cask #8173, 1994 vintage, 13 year old, 58.5%",Single Malt Scotch,86,95,$,"Richly layered. A veritable fruit basket, in addition to nutty toffee, caramel, cocoa powder, and toasted coconut notes, all balanced nicely by oak on the finish. Nice maturity for a relatively young whisky. (Bottled for Maxwell Street Trading Co.)
",4.553876891600541,58.5,13,mortlach,Dufftown,Speyside,1823,Diageo,201
348,"gordon & macphail (distilled at old pulteney), 35 year old, 1969 vintage, 43%",Single Malt Scotch,91,200,$,"Surprisingly fresh - sanguine even - for its age, and appetizingly aromatic. Fairly light and approachable in body, but always inspiring and pithy. Notes of fresh, seabreeze brine, teasing exotic spices, and tangerine are softened by gently creamy malt notes and hints of coconut and almond. Very delicious and enjoyable anytime.",5.298317366548036,43,35,pulteney,Wick,Highland,1826,Inver House Distillers,198
2239,"gordon & macphail (distilled at port ellen), 1982 vintage, 24 year old, 40%",Single Malt Scotch,73,250,$,"Port Ellen is going to just keep getting rarer and more expensive, and the quality is going to get more variable. This one shows the traditional Port Ellen characteristics (seaweed, tar, charcoal, damp earth, vanilla, salt, white pepper), but it just seems to flatten out mid-palate, leading to a fairly lifeless, slightly astringent finish. I feel like some of the guts were ripped out of this whisky. Bottling at a higher strength (and not chill-filtered) would have helped immensely.
",5.521460917862246,40,24,port ellen,Port Ellen,Islay,1825,Diageo,199
1102,"gordon & macphail (distilled at pulteney) 21 year old, 43%",Single Malt Scotch,87,120,$,"Gordon & MacPhail bottled a 21 year old expression from Scotland’s northernmost mainland distillery for the U.S. market earlier this year. Sweet on the nose, with honey and vanilla; fleetingly, stewed apricots and peaches, plus a hint of caramel. Intensely focused, sweet tropical fruits on the palate, with barley sugar. Becoming nuttier, with an edge of mixed spices. Spice fading to milk chocolate in the medium-length finish, with just a suggestion of brine.",4.787491742782046,43,21,pulteney,Wick,Highland,1826,Inver House Distillers,198
1703,"gordon & macphail (distilled at rosebank) 1989 vintage, 10 year old, 40%",Single Malt Scotch,84,50,$,"Straw gold color. A very aromatic whisky, with dry, delicate herbal, floral notes. Light and soft in body. Gentle on the palate-delicately sweet and fruity up front, then becoming dry with herbal, spice notes. 
",3.912023005428146,40,10,rosebank,Falkirk,Lowland,1798,Ian Macleod Distillers,226
2188,"gordon & macphail (distilled at rosebank), cask #1536, 1991 vintage, 13 year old, 59.3%",Single Malt Scotch,79,100,$,"Matured in a refill sherry cask. (A first-fill sherry cask would have completely dominated Rosebank’s delicate flavor profile.) With the addition of water (which is necessary), the whisky becomes quite cloudy. Rosebank’s traditional honeyed vanilla, grass/hay, and soft fruit are accentuated by lightly sherried, soft toffee flavors. An interesting whisky, but the flavors are not clean and well-defined enough to warrant a higher rating.
",4.605170185988092,59.3,13,rosebank,Falkirk,Lowland,1798,Ian Macleod Distillers,226
373,"gordon & macphail (distilled at strathisla) 1967, 43%",Single Malt Scotch,91,763,$,"Part of the Rare Vintage range, this was matured in first-fill sherry butts. Spicy sultanas and figs on the nose, plus a menthol note. Fragrant old hessian. The palate is initially malty-sweet, with sherried Christmas cake notes, then plain chocolate and raisins emerge. The finish is long, spicy, and drying in a leisurely manner, with the expected level of tannins for a whisky of this vintage.£620",6.637258031284457,43,NA,strathisla,Keith,Speyside,1786,Chivas Brothers,238
703,"gordon & macphail (distilled at strathisla) 40 year old, 40%",Single Malt Scotch,89,200,$,"Deep amber color. Mature aroma-this is definitely an old whisky -with complex wood spices (cedar, vanilla, mint, caramel) and soft ripe fruit. Medium bodied and soft. Surprisingly balanced on the palate with an incredible depth and maturity. Its flavors are similar to its aroma, but a soft sweetness compliments the flavors and provides balance. Soothing, mellowing finish of considerable depth. 
",5.298317366548036,40,40,strathisla,Keith,Speyside,1786,Chivas Brothers,238
246,"gordon & macphail (distilled at strathisla), 1963, 40%",Single Malt Scotch,92,275,$,"Some of these old G&M Strathisla whiskies are quite lovely, and this is one of them. It’s gently sherried, soothingly oily in texture, and complex, with notes of maple syrup, candied fruit, plum, roasted nuts, polished leather, and old oak, along with some damp earth, coffee bean, cinnamon, mint, and subtle, teasing kiln smoke. It’s soft, rounded, and still holds up nicely for a 44 year old whisky. If you like old, sherried Speysiders that aren’t overly oaked or sherried, you’ll like this one. If only it was bottled at 43% or 46% (or at natural cask strength, if it was less than 43%). It would give the whisky a little more backbone, and I might have bumped my rating up to the mid-90s. 
",5.616771097666572,40,NA,strathisla,Keith,Speyside,1786,Chivas Brothers,238
1708,"gordon & macphail (distilled at strathisla), cask #8510, 25 year old, 48.7%",Single Malt Scotch,84,185,$,"Very thick in texture and mouthcoating -- almost chewy -- with ripe barley, shortbread cookies, and honey up front. Dried vanilla, violet, cinnamon, and bright fruit notes emerge mid-palate. The dried spices and moderate oak tannins linger on the finish, contrasting the whisky’s rich, sweet entry. If this whisky were a road, there would be a lot of hills.",5.220355825078324,48.7,25,strathisla,Keith,Speyside,1786,Chivas Brothers,238
1326,"gordon & macphail (distilled at tamnavulin), 43%, 1989 vintage, 40%",Single Malt Scotch,86,50,$,"Not all Speyside whiskies are big, masculine, and sherried. Some are gentler, as is this expression of Tamnavulin. The whisky is creamy and smooth in texture, with notes of vanilla custard, honeyed malt, and even a hint of marshmallow and hay. Very soothing finish. This is one of the most polished Tamnavulin whiskies I’ve tasted recently (and going from 40% to 43% in strength provided some extra richness and body). Whisky with dessert, anyone? 
",3.912023005428146,43,NA,tamnavulin,Tomnavoulin,Speyside,1966,Whyte & Mackay,58
252,"gordon & macphail (distilled at tomintoul), cask #644, 1967 vintage, 40 year old, 49.4%",Single Malt Scotch,92,260,$,"A deep, mature Tomintoul that manages to retain the elegance and drinkability found in younger Tomintoul whiskies. Roasted nuts, lush fruit, suggestions of cherry brandy and orange marmalade layered with rich fudge, toffee, and maple syrup. Soothing finish. Tomintoul can be a simple whisky at a younger age, but this one has matured into a beautifully complex dram. (Bottled for Park Avenue Liquors.) 
",5.560681631015528,49.4,40,tomintoul,Ballindalloch,Speyside,1964,Angus Dundee Distiller,60
1276,"gordon & macphail ('smith's glenlivet'), 21 year old, 43%",Single Malt Scotch,86,125,$,"Well-rounded and pleasingly sweet, with ripe strawberry, raspberry, tropical fruit, graham cracker, white chocolate, and anise, all on a bed of toffee.  Some charred oak on the finish.  This whisky has a gentle, soothing persona which I think most people will enjoy (me included).
",4.8283137373023015,43,21,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
1173,"gordon & macphail 10 year old (distilled at glen grant), 40%",Single Malt Scotch,87,50,$,"This expression of Glen Grant has been matured in refill bourbon casks and is arguably more characterful than the distiller’s own variant of the same age. Ripe orchard fruits on the nose, with honey and cinder toffee. The palate is light to medium in weight, offering more fresh fruit notes, vanilla, milk chocolate, and a hint of ginger. The nutty finish dries with just a hint of smoke.",3.912023005428146,40,10,glen grant,Rothes,Speyside,1840,Campari,184
550,"gordon & macphail 1954 (distilled at glen grant), 40%",Single Malt Scotch,90,2020,$,"This veteran expression was fully matured in first-fill sherry butts. Fragrant on the nose, with black treacle, prunes, raisins, lanolin, bung cloths, and polished oak. Big stewed fruit and warm leather notes on the palate, soon reeled in by spicy tannic oak, plus licorice and aniseed, though a stubborn dusty fruitiness persists. The finish is lengthy and mouth-drying, with lots of dark oak. A lovely example of its kind. £1,575",7.61085279039525,40,NA,glen grant,Rothes,Speyside,1840,Campari,184
551,"gordon & macphail 1977 (distilled at strathisla), 48.5%",Single Malt Scotch,90,698,$,"This 40 year old was matured in a refill American hogshead. Perfumed on the nose, with vanilla, soft leather, lanolin, and lavender. Watery soft fruits on the palate, with cocoa powder and ginger. The finish offers more cocoa powder, black coffee, and licorice-flavored oak. £500 (191 bottles, The Whisky Exchange exclusive)",6.548219102762372,48.5,NA,strathisla,Keith,Speyside,1786,Chivas Brothers,238
1590,"gordon & macphail 8 year old (distilled at pulteney), 40%",Single Malt Scotch,85,45,$,"Offered in the ‘Distillery Labels’ series by Gordon & MacPhail, this expression from Wick’s Pulteney distillery hearkens back to the era when Gordon & MacPhail was its principal bottler, and 8 its standard age. Aged in refill bourbon barrels. Soft fruits, dried grass, and faint wood smoke on the nose. Smooth and nutty on the palate, with smoky spice, a sprinkling of salt, and ripe pears. The finish is medium in length, mildly peppered, nutty, and oaky.",3.8066624897703196,40,8,pulteney,Wick,Highland,1826,Inver House Distillers,198
1027,"gordon & macphail “private collection” madeira wood finish (distilled at caol ila), 1998 vintage, 10 year old, 46%",Single Malt Scotch,87,70,$,"Bright fruit throughout (red raspberry, strawberry-rhubarb pie, gooseberry, red currant, nectarine), honeyed malt, dark chocolate, tarry rope, seaweed soaked in olive brine, and ground pepper. Tarry finish. Nicely balanced, well-defined flavors, and fully mature at 10 years of age.",4.248495242049359,46,10,caol ila,Port Askaig,Islay,1846,Diageo,178
1462,"gordon & macphail “private collection” port wood finish (distilled at caol ila), 1998 vintage, 10 year old, 46%",Single Malt Scotch,85,70,$,"Sweet, viscous, and weighty; much more so than its sister whisky (reviewed above) that was finished in Madeira casks. But the same Caol Ila DNA is here — tar, olive brine, pepper — along with fleshy red fruit and chocolate. Lingering ripe fruit and tar on the finish. Save this one for after dinner, or with a book at bedtime.",4.248495242049359,46,10,caol ila,Port Askaig,Islay,1846,Diageo,178
1172,"gordon & macphail cask strength 1995 (distilled at aberfeldy), 55.8%",Single Malt Scotch,87,95,$,"This expression from Aberfeldy was distilled in April 1995 and bottled in January 2014 after maturation in refill, remade sherry hogsheads (casks #2,488, 2,489, and 2,491). The nose is floral, with ginger and developing milk chocolate. Progressively sweeter, with slight sherry and vanilla notes. The palate is silky and sweet, with banoffee pie, peaches, and spicy oak. The finish is long, with cocoa powder and more spiced oak. £60",4.553876891600541,55.8,NA,aberfeldy,Aberfeldy,Highland,1896,Bacardi,128
750,"gordon & macphail cask strength 2005 (distilled at caol ila), 57.3%",Single Malt Scotch,89,100,$,"Aged in first-fill sherry butts, this cask strength vintage from Gordon & MacPhail features a nose which opens with savory ginger, becoming more fragrant, plus vanilla, fudge, and warm leather. Oily in the mouth, with ripe cherries, sweet spices, pipe tobacco, and new leather. Nutty and slightly earthy. Citrus fruit, dry spicy peat, and black pepper in the finish.",4.605170185988092,57.3,NA,caol ila,Port Askaig,Islay,1846,Diageo,178
608,"gordon & macphail 'connoisseurs choice' (distilled at bladnoch), 13 year old, 1991 vintage, 46%",Single Malt Scotch,89,70,$,"Subtle elegance, creamy, and extremely drinkable. Mouthwatering fruity notes (lemon, lime, tangerine, passion fruit) marry well with notes of fresh-cut grass, vanilla, and honey. Very clean too and nicely balanced! When I drink a Lowland whisky this good, I am saddened by all of the Lowland distilleries that have gone silent over the past 25 years, knowing what we have lost. 
",4.248495242049359,46,13,bladnoch,Wigtown,Lowland,1817,David Prior,207
1461,"gordon & macphail 'connoisseurs choice' (distilled at caol ila), 13 year old, 1991 vintage, 46%",Single Malt Scotch,85,70,$,"An interesting contrast to the Signatory bottling reviewed above. While expressing a similar fundamental flavor profile, this one is a more polished affair and not as daring. It is fuller in body, nicely rounded, and expresses a sweeter foundation (less honey, more toffee and caramel). 
",4.248495242049359,46,13,caol ila,Port Askaig,Islay,1846,Diageo,178
1395,"gordon & macphail connoisseurs choice (distilled at clynelish) 1996, 46%",Single Malt Scotch,86,101,$,"A 1996 expression is the latest Clynelish to take its place in the Connoisseurs’ Choice lineup. Maturation occurred in refill sherry butts. Fruity on the nose, with ripe bananas, malt, dark toffee, lemongrass, and a splash of brine. Ultimately, a green, herbal note. Relatively full-bodied, creamy and slightly waxy on the palate; spicy sherry, Golden Delicious apples, and old leather. The finish is medium to long, with lingering ginger. £60",4.61512051684126,46,NA,clynelish,Brora,Highland,1967,Diageo,57
1171,"gordon & macphail connoisseurs choice (distilled at macduff) 2000, 46%",Single Malt Scotch,87,76,$,"Gordon & MacPhail’s latest bottling from Macduff distillery is a year 2000 distillation, matured in refill sherry hogsheads. American cream soda and light spices on the nose, with honey, and white pepper development. Ultimately, rum and raisin fudge. Smooth and supple in the mouth, with apple peel, soft fino sherry, and nutmeg. The finish is medium in length, with spicy fruit notes. £45",4.330733340286331,46,NA,macduff,Banff,Highland,1960,Bacardi,64
1591,"gordon & macphail connoisseurs choice 1997 (distilled at tomatin), 46%",Single Malt Scotch,85,92,$,"Matured in refill bourbon barrels, this Tomatin is softly floral on the nose, with sweet fruit spices, pineapple, vanilla, and honey. The palate is fresh and fruity, with cream, milk chocolate, and nutty spice. Fruity to the end, notably ripe apples and red berries, plus more milk chocolate before slightly drying oak notes develop. £70",4.5217885770490405,46,NA,tomatin,Tomatin,Highland,1897,Takara Shuzo Co,127
1760,"gordon & macphail connoisseurs choice 1999 (ledaig, distilled at tobermory), 46%",Single Malt Scotch,84,78,$,"This peated expression from Tobermory distillery has been aged in refill, remade hogsheads. The nose offers earthy peat, citrus fruit, vanilla, and smoked haddock in butter. Big, sweet peat notes on the peppery palate, with marshmallows and lively spices. The spices linger to the close, with peat embers and a hint of brine on the lips. £60",4.356708826689592,46,NA,tobermory,"Tobermory, Isle of Mull",Island,1798,Distell,226
1910,"gordon & macphail connoisseurs’ choice 1998 ledaig (distilled at tobermory), 43%",Single Malt Scotch,83,72,$,"Matured in refill, remade American hogsheads, this 1998 bottling from Tobermory on the Isle of Mull is of the peated Ledaig variant. The nose offers dry peat, brown wrapping paper, fish oil, and wood preservative. Oily on the palate, with bitter orange, sweet peat, ginger, and black pepper, plus fabric band-aids. Lingering pepper and Germolene in the ashy finish. £45",4.276666119016055,43,NA,tobermory,"Tobermory, Isle of Mull",Island,1798,Distell,226
1396,"gordon & macphail distillery labels (distilled at balblair) 10 year old, 43%",Single Malt Scotch,86,45,$,"Independent bottler Gordon & MacPhail offers a variety of Balblair expressions, including a 1969 vintage and this 10 year old in their Distillery Labels series. Matured in a mixture of refill sherry hogsheads and first-fill bourbon barrels. The nose offers rich, warm fruits, vanilla, sherry, maraschino cherries, and ultimately toffee and orange blossom. Medium-bodied, sweet and fruity, with nutty milk chocolate, white pepper, and zesty spice. Slowly drying in the finish with licorice and light oak.",3.8066624897703196,43,10,balblair,Edderton,Highland,1790,Inver House Distillers,234
1174,"gordon & macphail distillery labels 10 year old (distilled at scapa), 43%",Single Malt Scotch,87,65,$,"This expression from Scapa in Orkney was distilled in 2001 and matured in first-fill bourbon barrels. Tropical fruit and butterscotch on the sweet, light nose, with very slight smokiness on the early palate, along with spicy, milky cocoa, hazelnuts, and more tropical fruit. The finish is medium in length, with a hint of char. An easy-drinking, nicely balanced dram at a good price.",4.174387269895637,43,10,scapa,Kirkwall,Island,1885,Chivas Brothers,139
470,"gordon & macphail generations: the glenlivet 70 year old, 45.9%",Single Malt Scotch,90,21000,$,"You would expect any 70 year old whisky to be crepuscular, dense, and wooded. Not here. The nose is amazingly fresh — distillery character fully intact — with layers of rancio and heavy florals. In time, there’s candle wax, vanilla, milk chocolate, and a touch of leather, even the whiff of a soft mink stole. Concentrated and complex. The palate is like an ancient vin santo with oxidized nuttiness, quince and medlar, and subtle peat. Hugely expressive on the palate, with a sweet finish. Truly remarkable.",9.95227771670556,45.9,70,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
690,"gordon & macphail private collection (distilled at old pulteney), cask #06/125, 1994 vintage, 45%",Single Malt Scotch,89,100,$,"Finished in sauternes wood. I really love how the appetizing notes of Pulteney marry with the sweet notes of the sauternes wine cask. Light-medium in body, but good viscosity. Fresh brine throughout, with honey-drenched melon fruit, pineapple in syrup, citrus, and a hint of cotton candy and lightly toasted marshmallow. A delicious marriage of two high-caliber drinks categories.
",4.605170185988092,45,NA,pulteney,Wick,Highland,1826,Inver House Distillers,198
1213,"gordon & macphail private collection balblair 1991 crozes-hermitage finish, 45%",Single Malt Scotch,86,140,$,"Distilled in October 1991, this 20 year old Private Collection expression of Balblair spent 40 months of secondary maturation in casks sourced from Crozes-Hermitage, the largest AOC in the northern Rhône wine-producing region of France. The nose offers red currants, sultanas, vanilla, and white pepper. The palate is initially soft and sweet, with summer fruits, but gradually darkens and dries. The finish features dark chocolate and raisins. 2,000 bottles.",4.941642422609304,45,NA,balblair,Edderton,Highland,1790,Inver House Distillers,234
211,gordon & macphail private collection: the glenlivet decades 1954 50.6%,Single Malt Scotch,92,2050,$,"A quintet of releases showing examples of The Glenlivet from five decades, issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2,850; these bottlings are not currently available in the U.S.

First-fill sherry wood makes a return here and adds its own rich dried fruitiness — think sultana cake — to the exotic whisky rancio notes of cheese rind, sealing wax, and roasting pheasant. As it opens, there’s fig, some peat smoke, black cherry, and concentrated stone fruits. This exotic/savory/sweet interplay continues on the tongue where there’s a surprising hint of mint and some pear blossom. The finish is long, with apple skin, gingerbread, and walnut. A discreet nod to cognac. £1,250",7.6255950721324535,50.6,NA,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
471,"gordon & macphail private collection: the glenlivet decades 1963, 40.6%",Single Malt Scotch,90,1230,$,"A quintet of releases showing examples of The Glenlivet from five decades, issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2,850; these bottlings are not currently available in the U.S.

A first-fill American oak hoggie was the receptacle for the representative from the 1960s. The cask has provided an extremely relaxed environment for maturation to take place, with a return of the pineapple (grilled on a barbecue this time), along with linden blossom, cream, green jasmine tea, and mint. The effect is like a grown up 1991. The maturity kicks in on the palate — thick and slow with some sandalwood alongside honeysuckle. Gentle and clean, and again not one to dilute. £750",7.114769448366463,40.6,NA,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
2178,"gordon & macphail private collection: the glenlivet decades 1974, 50.1%",Single Malt Scotch,79,820,$,"A quintet of releases showing examples of The Glenlivet from five decades, issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2,850; these bottlings are not currently available in the U.S.

The nose immediately betrays the fact that this has been matured in a first-fill sherry hogshead. It’s akin to an artisan’s workshop, all leather oil and strange resins. There’s an intriguing hint of curry spices and truffle, but all in all this is about density, black fruits (damson), allspice, and clove. The cask is in charge. The palate has more tannin than you perhaps want — powerful and grippy with lots of nut and tea-like tannins; too grippy for me. £500",6.709304340258298,50.1,NA,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
1494,"gordon & macphail private collection: the glenlivet decades 1980, 48.5%",Single Malt Scotch,85,410,$,"A quintet of releases showing examples of The Glenlivet from five decades, issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2,850; these bottlings are not currently available in the U.S.

This is from a first fill American oak hoggie, and the extra time in cask has given it a classic mature Glenlivet character: a rich, complex mix of cooked apple, pine, and citrus, cut with rose petal. The fruitiness has moved from pear into baked apricot. Water adds an almond note. The scented notes have been retained (especially on the finish), but have deepened into sweet spice. The oak gives light grip. Have with chilled water on the side. £250",6.016157159698354,48.5,NA,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
1835,"gordon & macphail private collection: the glenlivet decades 1991, 54.4%",Single Malt Scotch,83,156,$,"A quintet of releases showing examples of The Glenlivet from five decades, issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2,850; these bottlings are not currently available in the U.S.

The youngest of the quintet has been aged in refill sherry hogsheads, but the coconut that immediately assails the nostrils suggests they were made from American oak. Alongside this is the distillery’s signature pineapple note which sits under a scented, floral lift. Water adds a further layer of ripe pear. The palate is equally heightened with a powdery feel. It’s pretty discreet and I’d be cautious with any dilution. The finish is a mix of night-scented stocks, custard, and green apple. £95",5.049856007249537,54.4,NA,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
661,"gordon & macphail reserve (distilled at glenrothes), 18 year old, 1986 vintage, 46%",Single Malt Scotch,89,80,$,"It's nice to see Gordon & MacPhail bottlings at strengths higher than 40%, and it makes this already hefty whisky even more so. It is fragrant (with subtle heather notes), rich and malty (and quite thick in texture), with notes of honey and vanilla. Interwoven fruit (sultana, along with subtle lemon and orange) add complexity. All this sweetness is rounded out nicely with a long, dry, oaky/spicy finish. A delicious, evolving whisky. (Bottled exclusively for Binny's Beverage Depot.)",4.382026634673881,46,18,glenrothes,Rothes,Speyside,1879,Edrington,145
